1.15917,-1.12632,0,0,0,0.999806,0.0197151,0,3
2.26434,-1.11065,0,0,0,0.999843,0.0177109,0,3
3.29445,-1.17938,0,0,0,0.999958,0.00912923,0,3
4.4119,-1.16717,0,0,0,0.999987,0.00500256,0,3
5.00103,-1.1696,0,0,0,-0.99998,0.00629854,0,3
6.09684,-1.23155,0,0,0,-0.999729,0.0232967,0,3
7.19785,-1.16389,0,0,0,-0.999648,0.026525,0,3
8.22359,-1.15361,0,0,0,-0.999074,0.0430185,0,3
8.97964,-1.29169,0,0,0,0.960347,0.278809,0,3
10.4085,-1.92523,0,0,0,0.99912,0.0419447,0,3
12.1603,-1.5071,0,0,0,-0.992701,0.120601,0,3
13.3926,-1.12987,0,0,0,-0.993044,0.117742,0,3
14.6222,-0.862134,0,0,0,-0.992331,0.123612,0,3
15.8742,-0.51753,0,0,0,-0.99086,0.134892,0,3
17.127,-0.104248,0,0,0,-0.990971,0.134073,0,3
18.4748,0.313579,0,0,0,-0.988137,0.153577,0,3
19.8296,0.73692,0,0,0,-0.986426,0.164206,0,3
21.0427,0.878574,0,0,0,0.99999,0.00453914,0,3
21.6026,0.857395,0,0,0,-0.999956,0.00935843,0,3
22.8118,0.852262,0,0,0,-0.99997,0.00771082,0,3
24.0038,0.881701,0,0,0,-0.999666,0.0258405,0,3
25.1925,0.974164,0,0,0,-0.999331,0.0365832,0,3
26.4332,1.15928,0,0,0,-0.999369,0.0355247,0,3
27.6811,1.29331,0,0,0,-0.999788,0.0205797,0,3
28.9803,1.31245,0,0,0,-0.999117,0.0420236,0,3
30.2945,1.33155,0,0,0,-0.999788,0.0205682,0,3
31.5287,1.44453,0,0,0,-0.999021,0.0442283,0,3
32.7738,1.61954,0,0,0,-0.998953,0.0457439,0,3
34.0432,1.77245,0,0,0,-0.997474,0.0710333,0,3
35.4163,2.02421,0,0,0,-0.996731,0.0807893,0,3
36.7692,2.33927,0,0,0,-0.992173,0.124869,0,3
38.0568,2.72464,0,0,0,-0.98975,0.142809,0,3
39.2714,3.1774,0,0,0,-0.988947,0.148268,0,3
40.2366,3.7446,0,0,0,-0.958977,0.283482,0,3
